id,age,marital,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,job,education
36936,34,married,no,840,yes,no,cellular,12,may,275,3,-1,0,unknown,no,blue-collar,secondary
36937,35,married,no,-184,yes,no,telephone,12,may,155,2,-1,0,unknown,no,blue-collar,secondary
36938,31,married,no,295,yes,no,cellular,12,may,235,6,-1,0,unknown,no,blue-collar,primary
36940,46,married,no,1583,yes,no,telephone,12,may,175,5,278,7,failure,no,blue-collar,secondary
36941,52,married,no,1141,yes,no,cellular,12,may,22,5,-1,0,unknown,no,blue-collar,primary
36942,45,married,no,23,yes,no,cellular,12,may,134,4,-1,0,unknown,no,blue-collar,secondary
36945,39,single,no,631,yes,no,cellular,12,may,57,2,344,8,other,no,blue-collar,secondary
36948,43,married,no,483,yes,no,cellular,12,may,225,3,-1,0,unknown,no,blue-collar,primary
36949,43,married,no,250,yes,no,cellular,12,may,144,5,342,16,failure,no,blue-collar,primary
36950,37,single,no,1436,yes,no,cellular,12,may,177,2,-1,0,unknown,no,blue-collar,tertiary
36951,38,single,no,12130,yes,no,cellular,12,may,455,2,328,13,failure,no,blue-collar,primary
36952,31,single,no,616,yes,no,telephone,12,may,185,3,-1,0,unknown,no,blue-collar,secondary
36954,42,married,no,159,yes,no,telephone,12,may,295,3,-1,0,unknown,no,blue-collar,primary
36955,38,married,no,1455,yes,no,telephone,12,may,101,2,356,2,failure,no,blue-collar,primary
36956,34,married,no,1309,yes,no,cellular,12,may,456,2,364,1,failure,no,blue-collar,primary
36958,58,single,no,26,yes,no,cellular,12,may,600,4,-1,0,unknown,no,blue-collar,primary
36959,40,married,no,332,yes,no,cellular,12,may,339,2,369,3,failure,no,blue-collar,primary
36964,44,married,no,199,yes,no,cellular,12,may,150,7,-1,0,unknown,no,blue-collar,secondary
36967,40,married,no,1397,yes,no,telephone,12,may,58,2,334,1,failure,no,blue-collar,primary
36969,38,married,no,0,yes,no,cellular,13,may,57,5,349,1,other,no,blue-collar,secondary
36970,36,married,no,578,yes,no,cellular,13,may,130,2,-1,0,unknown,no,blue-collar,primary
36972,42,married,no,402,no,no,cellular,13,may,31,7,330,17,failure,no,blue-collar,primary
36973,41,married,no,1356,yes,no,cellular,13,may,50,2,-1,0,unknown,no,blue-collar,primary
36977,36,married,no,1383,yes,no,telephone,13,may,16,6,-1,0,unknown,no,blue-collar,secondary
36978,45,married,no,700,yes,no,telephone,13,may,29,4,-1,0,unknown,no,blue-collar,primary
36980,43,married,no,620,yes,no,cellular,13,may,46,4,-1,0,unknown,no,blue-collar,secondary
36982,42,single,no,2835,yes,no,telephone,13,may,61,4,350,1,failure,no,blue-collar,secondary
36986,40,married,no,87,yes,no,cellular,13,may,477,3,-1,0,unknown,yes,blue-collar,secondary
36987,39,married,no,481,no,no,cellular,13,may,197,3,357,1,other,no,blue-collar,primary
36989,48,married,no,709,yes,no,cellular,13,may,117,2,278,3,other,no,blue-collar,secondary
36991,37,married,no,37,yes,no,cellular,13,may,24,2,362,1,other,no,blue-collar,primary
36995,39,married,no,800,yes,no,cellular,13,may,53,5,175,6,failure,no,blue-collar,primary
36998,48,married,no,3267,yes,no,telephone,13,may,6,5,-1,0,unknown,no,blue-collar,primary
37002,47,single,no,10558,yes,no,cellular,13,may,81,3,174,2,other,no,blue-collar,primary
37006,36,married,no,1088,yes,no,cellular,13,may,77,2,345,2,failure,no,blue-collar,secondary
37009,43,married,no,3,yes,no,telephone,13,may,26,1,174,2,failure,no,blue-collar,secondary
37010,47,married,no,1112,yes,no,cellular,13,may,129,1,-1,0,unknown,no,blue-collar,primary
37015,27,single,no,2,no,no,telephone,13,may,15,7,366,10,other,no,blue-collar,secondary
37016,33,married,no,20,yes,yes,cellular,13,may,259,1,370,3,failure,no,blue-collar,secondary
37018,50,married,no,-522,yes,no,cellular,13,may,863,3,-1,0,unknown,yes,blue-collar,primary
37021,36,married,no,319,yes,no,cellular,13,may,774,2,301,1,failure,yes,blue-collar,primary
37023,25,single,no,0,yes,no,cellular,13,may,44,9,-1,0,unknown,no,blue-collar,secondary
37025,32,married,no,944,no,no,cellular,13,may,231,2,362,1,other,no,blue-collar,secondary
37028,40,single,no,82,yes,no,cellular,13,may,135,6,370,5,failure,no,blue-collar,secondary
37030,46,married,no,512,no,no,telephone,13,may,32,1,301,1,failure,no,blue-collar,primary
37032,33,married,no,2000,yes,no,telephone,13,may,25,1,-1,0,unknown,no,blue-collar,primary
37034,58,married,no,602,yes,no,cellular,13,may,201,1,-1,0,unknown,no,blue-collar,secondary
37042,33,married,no,41,yes,no,cellular,13,may,173,1,-1,0,unknown,no,blue-collar,primary
37043,28,single,no,431,yes,no,cellular,13,may,68,2,363,2,failure,no,blue-collar,primary
37047,31,married,no,1545,yes,yes,cellular,13,may,207,1,-1,0,unknown,no,blue-collar,secondary
37049,31,single,no,397,yes,no,telephone,13,may,134,1,350,7,failure,no,blue-collar,secondary
37055,49,single,no,725,yes,no,cellular,13,may,29,6,348,4,other,no,blue-collar,secondary
37056,36,single,no,478,yes,no,cellular,13,may,610,1,-1,0,unknown,yes,blue-collar,secondary
37058,37,divorced,no,719,yes,no,cellular,13,may,118,1,365,1,failure,no,blue-collar,secondary
37060,45,married,no,0,yes,no,cellular,13,may,43,3,-1,0,unknown,no,blue-collar,primary
37061,28,single,no,53,yes,no,cellular,13,may,93,1,-1,0,unknown,no,blue-collar,secondary
37062,42,divorced,no,-580,yes,yes,cellular,13,may,172,1,-1,0,unknown,no,blue-collar,secondary
37064,28,single,yes,-2,yes,yes,cellular,13,may,172,2,364,5,failure,no,blue-collar,secondary
37065,29,married,no,912,yes,no,cellular,13,may,785,1,-1,0,unknown,no,blue-collar,secondary
37069,30,married,no,25,yes,no,cellular,13,may,51,1,-1,0,unknown,no,blue-collar,primary
37070,35,single,no,-276,yes,no,cellular,13,may,850,1,-1,0,unknown,yes,blue-collar,primary
37074,51,married,no,40,yes,no,cellular,13,may,79,1,370,1,failure,no,blue-collar,primary
37078,39,married,no,1419,yes,no,cellular,13,may,9,12,349,1,other,no,blue-collar,secondary
37080,33,married,no,1905,yes,no,cellular,13,may,39,1,301,2,success,no,blue-collar,secondary
37081,47,married,no,4227,yes,no,cellular,13,may,659,1,-1,0,unknown,yes,blue-collar,primary
37082,46,single,no,521,yes,no,cellular,13,may,502,1,-1,0,unknown,no,blue-collar,secondary
37084,35,married,no,625,no,no,cellular,13,may,267,1,-1,0,unknown,no,blue-collar,secondary
37085,48,married,no,1394,yes,no,telephone,13,may,30,10,-1,0,unknown,no,blue-collar,secondary
37087,41,single,no,925,yes,no,telephone,13,may,43,1,-1,0,unknown,no,blue-collar,secondary
37089,38,married,no,354,yes,no,telephone,13,may,47,1,-1,0,unknown,no,blue-collar,primary
37096,38,married,no,1401,no,no,cellular,13,may,516,1,-1,0,unknown,yes,blue-collar,primary
37099,59,divorced,no,61,yes,no,cellular,13,may,61,1,-1,0,unknown,no,blue-collar,secondary
37101,58,married,no,6004,yes,no,cellular,13,may,133,1,274,6,failure,no,blue-collar,secondary
37102,38,married,no,447,yes,no,cellular,13,may,699,1,-1,0,unknown,no,blue-collar,primary
37103,35,married,no,1831,yes,no,cellular,13,may,96,2,358,2,failure,no,blue-collar,secondary
37106,35,married,no,233,yes,no,cellular,13,may,66,1,176,1,failure,no,blue-collar,secondary
37107,38,married,no,1852,yes,no,cellular,13,may,606,1,-1,0,unknown,yes,blue-collar,primary
37108,39,married,no,462,yes,no,cellular,13,may,590,1,-1,0,unknown,yes,blue-collar,secondary
37111,44,married,no,669,yes,no,cellular,13,may,15,7,-1,0,unknown,no,blue-collar,secondary
37115,55,married,no,-636,yes,no,telephone,13,may,15,5,348,3,failure,no,blue-collar,primary
37116,39,married,no,157,yes,no,cellular,13,may,290,1,-1,0,unknown,no,blue-collar,primary
37123,30,married,no,975,yes,no,cellular,13,may,256,2,351,2,failure,no,blue-collar,secondary
37124,34,married,no,1089,yes,no,cellular,13,may,394,3,-1,0,unknown,yes,blue-collar,secondary
37125,42,married,no,2157,yes,no,cellular,13,may,149,1,364,2,failure,no,blue-collar,secondary
37126,50,married,no,0,yes,no,cellular,13,may,131,1,364,2,failure,no,blue-collar,primary
37130,49,divorced,no,39,yes,no,cellular,13,may,27,5,-1,0,unknown,no,blue-collar,secondary
37132,32,married,no,50,yes,no,cellular,13,may,275,1,370,2,failure,no,blue-collar,primary
37137,48,married,no,865,yes,no,cellular,13,may,78,2,-1,0,unknown,no,blue-collar,secondary
37139,33,married,no,308,yes,no,cellular,13,may,147,2,-1,0,unknown,no,blue-collar,secondary
37140,35,married,no,323,yes,no,cellular,13,may,46,1,-1,0,unknown,no,blue-collar,secondary
37143,36,married,no,828,no,no,cellular,13,may,1512,1,345,8,failure,yes,blue-collar,primary
37146,32,single,no,2137,no,no,cellular,13,may,423,1,349,1,failure,no,blue-collar,secondary
37147,50,married,no,953,yes,no,cellular,13,may,315,1,364,2,failure,no,blue-collar,primary
37148,49,married,no,119,yes,no,cellular,13,may,78,1,-1,0,unknown,no,blue-collar,secondary
37154,32,single,no,7,yes,no,cellular,13,may,109,1,-1,0,unknown,no,blue-collar,primary
37155,30,married,no,2,yes,yes,cellular,13,may,7,6,-1,0,unknown,no,blue-collar,primary
37158,33,married,no,780,yes,no,cellular,13,may,83,2,-1,0,unknown,no,blue-collar,secondary
37159,34,married,no,496,yes,no,cellular,13,may,333,1,-1,0,unknown,yes,blue-collar,secondary
37161,34,single,no,2764,yes,no,cellular,13,may,158,1,357,1,failure,no,blue-collar,secondary
37162,45,married,no,78,yes,no,cellular,13,may,408,1,-1,0,unknown,no,blue-collar,secondary
37163,36,married,no,0,yes,yes,telephone,13,may,18,1,-1,0,unknown,no,blue-collar,primary
37164,52,married,no,7180,yes,no,cellular,13,may,276,1,364,1,success,no,blue-collar,secondary
37168,39,married,no,3419,yes,no,cellular,13,may,155,1,327,5,failure,no,blue-collar,primary
37169,35,single,no,88,no,no,cellular,13,may,272,2,-1,0,unknown,no,blue-collar,secondary
37171,27,divorced,no,0,yes,no,telephone,13,may,363,1,359,3,failure,no,blue-collar,secondary
37172,32,single,no,681,no,yes,cellular,13,may,589,1,-1,0,unknown,no,blue-collar,secondary
37173,42,single,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes,blue-collar,secondary
37182,35,married,no,247,yes,yes,cellular,13,may,114,1,352,5,failure,no,blue-collar,secondary
37183,35,married,no,260,yes,no,telephone,13,may,155,6,-1,0,unknown,no,blue-collar,secondary
37186,40,married,no,328,yes,no,cellular,13,may,112,1,-1,0,unknown,no,blue-collar,primary
37187,52,married,no,33,no,yes,cellular,13,may,204,1,331,3,success,no,blue-collar,secondary
37188,43,married,no,190,yes,no,cellular,13,may,168,2,-1,0,unknown,no,blue-collar,primary
37193,51,married,no,864,yes,no,cellular,13,may,321,1,-1,0,unknown,no,blue-collar,primary
37195,36,married,no,1969,yes,yes,cellular,13,may,87,1,-1,0,unknown,no,blue-collar,secondary
37196,29,married,no,35,yes,no,cellular,13,may,149,1,-1,0,unknown,no,blue-collar,primary
37198,42,single,no,382,yes,no,cellular,13,may,294,1,-1,0,unknown,no,blue-collar,secondary
37199,29,single,no,215,yes,no,cellular,13,may,137,3,-1,0,unknown,no,blue-collar,primary
37200,32,married,no,1779,yes,no,cellular,13,may,191,1,342,2,failure,no,blue-collar,secondary
37201,35,married,no,577,no,no,cellular,13,may,55,1,364,1,failure,no,blue-collar,secondary
37203,26,single,no,8,yes,no,cellular,13,may,167,1,-1,0,unknown,no,blue-collar,secondary
37205,41,married,no,121,yes,no,cellular,13,may,16,6,176,5,other,no,blue-collar,secondary
37207,36,married,no,418,yes,yes,cellular,13,may,132,2,-1,0,unknown,no,blue-collar,secondary
37208,40,divorced,no,54,yes,no,cellular,13,may,10,5,362,3,other,no,blue-collar,primary
37210,40,married,no,1023,yes,no,cellular,13,may,64,5,336,11,other,no,blue-collar,secondary
37211,45,married,no,2523,yes,no,cellular,13,may,110,4,-1,0,unknown,no,blue-collar,primary
37213,36,married,no,1993,yes,yes,cellular,13,may,174,1,359,2,other,no,blue-collar,primary
37216,35,divorced,no,289,yes,no,cellular,13,may,296,1,-1,0,unknown,no,blue-collar,primary
37217,34,single,no,-231,yes,no,cellular,13,may,9,8,-1,0,unknown,no,blue-collar,secondary
37221,41,married,no,0,no,no,cellular,13,may,104,4,-1,0,unknown,no,blue-collar,secondary
37222,44,married,no,186,yes,no,cellular,13,may,152,1,370,1,failure,no,blue-collar,primary
37224,44,married,no,1311,yes,no,cellular,13,may,184,1,364,1,failure,no,blue-collar,secondary
37225,35,married,no,455,yes,no,cellular,13,may,573,7,327,3,failure,no,blue-collar,primary
37230,32,single,no,322,yes,no,cellular,13,may,233,3,-1,0,unknown,no,blue-collar,secondary
37232,54,single,no,-119,yes,no,cellular,13,may,261,1,-1,0,unknown,no,blue-collar,primary
37234,44,divorced,no,25,yes,no,cellular,13,may,201,1,344,7,failure,no,blue-collar,primary
37238,48,married,no,-85,yes,no,cellular,13,may,56,1,343,1,other,no,blue-collar,secondary
37239,43,married,no,171,yes,no,cellular,13,may,96,1,364,1,failure,no,blue-collar,secondary
37245,37,married,no,387,yes,yes,cellular,13,may,413,1,-1,0,unknown,no,blue-collar,secondary
37251,32,single,no,398,yes,no,cellular,13,may,716,1,-1,0,unknown,yes,blue-collar,primary
37252,36,divorced,no,52,yes,no,cellular,13,may,152,1,348,1,failure,no,blue-collar,secondary
37253,38,single,no,1137,no,no,cellular,13,may,316,1,-1,0,unknown,no,blue-collar,secondary
37254,50,married,no,216,yes,no,telephone,13,may,137,1,369,2,failure,no,blue-collar,primary
37255,51,married,no,3185,yes,no,cellular,13,may,154,1,174,2,failure,no,blue-collar,primary
37257,47,married,no,-287,yes,no,cellular,13,may,201,1,348,3,failure,no,blue-collar,primary
37266,52,married,no,1117,yes,no,cellular,13,may,365,1,-1,0,unknown,no,blue-collar,secondary
37269,45,married,no,192,yes,no,cellular,13,may,154,5,176,1,other,no,blue-collar,secondary
37270,21,single,no,292,yes,yes,telephone,13,may,148,4,-1,0,unknown,no,blue-collar,secondary
37271,31,married,no,1127,yes,no,telephone,13,may,43,1,349,1,failure,no,blue-collar,primary
37275,39,married,no,1004,yes,no,cellular,13,may,364,2,-1,0,unknown,no,blue-collar,primary
37276,37,married,no,3173,yes,no,cellular,13,may,179,1,-1,0,unknown,no,blue-collar,secondary
37282,36,single,yes,-1157,yes,no,cellular,13,may,323,2,-1,0,unknown,no,blue-collar,secondary
37284,29,married,no,1052,yes,no,cellular,13,may,147,1,-1,0,unknown,no,blue-collar,secondary
37285,38,single,no,3344,yes,no,cellular,13,may,143,1,352,5,failure,no,blue-collar,secondary
37288,34,married,no,7063,yes,no,cellular,13,may,309,1,350,9,failure,no,blue-collar,secondary
37289,46,divorced,no,-35,yes,no,cellular,13,may,69,1,-1,0,unknown,no,blue-collar,primary
37293,37,married,no,0,yes,no,cellular,13,may,54,1,300,1,failure,no,blue-collar,secondary
37296,39,married,no,1360,yes,no,cellular,13,may,247,1,-1,0,unknown,no,blue-collar,secondary
37298,44,divorced,no,338,yes,no,cellular,13,may,133,1,370,1,failure,no,blue-collar,secondary
37301,35,divorced,no,0,yes,no,cellular,13,may,404,2,-1,0,unknown,no,blue-collar,secondary
37303,51,divorced,no,37,yes,no,cellular,13,may,341,1,-1,0,unknown,no,blue-collar,primary
37304,39,married,no,499,yes,no,cellular,13,may,156,1,-1,0,unknown,no,blue-collar,primary
37307,45,divorced,no,-69,yes,no,cellular,13,may,118,2,-1,0,unknown,no,blue-collar,primary
37308,44,divorced,no,70,yes,no,cellular,13,may,176,1,-1,0,unknown,no,blue-collar,primary
37311,55,divorced,no,276,yes,no,cellular,13,may,35,1,-1,0,unknown,no,blue-collar,secondary
37313,31,married,no,951,yes,no,cellular,13,may,206,1,-1,0,unknown,no,blue-collar,primary
37314,42,married,no,969,yes,no,cellular,13,may,721,1,-1,0,unknown,no,blue-collar,primary
37315,32,married,no,-64,yes,no,cellular,13,may,641,1,-1,0,unknown,no,blue-collar,secondary
37318,47,married,no,-169,no,yes,cellular,13,may,234,1,349,3,failure,no,blue-collar,primary
37321,34,married,no,0,yes,no,cellular,13,may,68,4,357,3,success,no,blue-collar,secondary
37323,59,married,no,-91,yes,no,cellular,13,may,239,1,369,5,failure,no,blue-collar,primary
37326,45,married,no,23,yes,yes,cellular,13,may,234,3,-1,0,unknown,no,blue-collar,tertiary
37328,37,married,no,513,yes,no,cellular,13,may,134,1,362,3,failure,no,blue-collar,secondary
37335,36,single,no,1959,yes,no,cellular,13,may,1966,1,-1,0,unknown,no,blue-collar,primary
37337,33,single,no,863,yes,no,telephone,13,may,622,3,-1,0,unknown,yes,blue-collar,primary
37339,37,married,no,198,yes,no,cellular,13,may,156,5,369,2,failure,no,blue-collar,secondary
37340,35,single,no,546,yes,no,cellular,13,may,161,2,-1,0,unknown,no,blue-collar,secondary
37341,30,married,no,236,yes,no,cellular,13,may,44,1,364,1,failure,no,blue-collar,primary
37344,31,married,no,864,yes,yes,cellular,13,may,127,1,-1,0,unknown,no,blue-collar,secondary
37345,31,married,no,1078,yes,no,cellular,13,may,248,1,330,3,other,no,blue-collar,secondary
37346,36,married,no,679,yes,yes,cellular,13,may,115,1,-1,0,unknown,no,blue-collar,primary
37353,40,single,no,147,yes,no,cellular,13,may,109,1,-1,0,unknown,no,blue-collar,primary
37355,32,single,no,180,yes,no,cellular,13,may,804,1,-1,0,unknown,no,blue-collar,primary
37364,33,single,no,185,yes,no,cellular,13,may,298,1,-1,0,unknown,no,blue-collar,secondary
37365,37,married,no,208,no,no,cellular,13,may,466,1,-1,0,unknown,no,blue-collar,secondary
37366,51,divorced,no,-19,yes,no,cellular,13,may,829,1,296,11,failure,yes,blue-collar,primary
37367,35,married,no,0,yes,yes,cellular,13,may,291,8,293,1,failure,no,blue-collar,secondary
37368,35,married,no,328,yes,no,cellular,13,may,484,3,364,1,other,no,blue-collar,secondary
37370,57,married,no,649,yes,no,cellular,13,may,169,2,-1,0,unknown,no,blue-collar,primary
37374,31,married,no,295,yes,yes,cellular,13,may,193,3,344,1,other,no,blue-collar,secondary
37376,43,divorced,no,47,yes,yes,cellular,13,may,163,2,370,1,failure,no,blue-collar,secondary
37380,34,married,no,467,yes,no,cellular,13,may,195,2,357,2,failure,no,blue-collar,secondary
37382,40,divorced,no,635,yes,no,cellular,13,may,122,2,-1,0,unknown,no,blue-collar,secondary
37383,52,married,no,5828,yes,no,telephone,13,may,276,2,-1,0,unknown,no,blue-collar,secondary
37384,34,single,no,283,yes,no,cellular,13,may,151,2,-1,0,unknown,no,blue-collar,secondary
37386,40,married,no,125,yes,no,cellular,13,may,119,2,370,1,failure,no,blue-collar,secondary
37388,44,married,no,1371,no,no,cellular,13,may,788,3,363,4,other,no,blue-collar,tertiary
37389,50,married,no,267,yes,no,cellular,13,may,187,3,-1,0,unknown,no,blue-collar,tertiary
37391,39,single,no,0,yes,yes,cellular,13,may,1975,5,-1,0,unknown,yes,blue-collar,primary
37395,35,married,no,2737,yes,no,cellular,13,may,199,3,-1,0,unknown,no,blue-collar,secondary
37398,51,divorced,no,581,yes,no,cellular,13,may,107,7,173,2,other,no,blue-collar,secondary
37401,40,divorced,no,528,yes,no,cellular,13,may,340,2,357,5,failure,no,blue-collar,secondary
37402,33,married,no,540,no,yes,cellular,13,may,88,2,-1,0,unknown,no,blue-collar,secondary
37403,37,married,no,426,yes,no,cellular,13,may,323,3,345,3,failure,no,blue-collar,secondary
37404,31,single,no,2194,no,no,cellular,13,may,275,2,357,1,other,no,blue-collar,secondary
37406,29,married,no,97,yes,no,cellular,13,may,431,2,-1,0,unknown,no,blue-collar,primary
37408,33,married,no,410,yes,no,cellular,13,may,396,2,355,2,failure,no,blue-collar,primary
37416,27,single,no,265,yes,no,cellular,13,may,1119,2,-1,0,unknown,yes,blue-collar,primary
37421,25,single,no,-289,yes,no,telephone,13,may,56,2,-1,0,unknown,no,blue-collar,primary
37423,43,married,no,794,yes,no,cellular,13,may,38,3,-1,0,unknown,no,blue-collar,primary
37424,37,married,no,-308,yes,no,cellular,13,may,168,4,310,11,failure,no,blue-collar,secondary
37425,45,married,no,577,yes,no,cellular,13,may,154,2,350,3,failure,no,blue-collar,secondary
37430,42,married,no,-336,yes,no,cellular,13,may,318,3,303,2,failure,no,blue-collar,secondary
37435,35,single,no,8040,yes,no,cellular,13,may,173,2,-1,0,unknown,no,blue-collar,secondary
37437,47,married,no,6150,yes,no,cellular,13,may,444,2,174,2,failure,no,blue-collar,primary
37438,32,married,no,210,yes,no,cellular,13,may,308,3,364,1,other,no,blue-collar,secondary
37439,46,married,no,5461,yes,no,cellular,13,may,562,2,174,2,success,no,blue-collar,primary
37440,29,single,no,1550,yes,yes,cellular,13,may,228,3,-1,0,unknown,no,blue-collar,secondary
37443,39,married,no,640,yes,no,cellular,13,may,220,4,370,2,other,no,blue-collar,primary
37445,34,married,no,3,yes,no,cellular,13,may,369,2,-1,0,unknown,no,blue-collar,primary
37451,51,married,no,707,yes,no,telephone,13,may,97,5,-1,0,unknown,no,blue-collar,secondary
37452,36,married,no,330,yes,no,cellular,13,may,777,2,-1,0,unknown,no,blue-collar,secondary
37453,57,married,no,25,yes,no,cellular,13,may,378,2,359,1,failure,no,blue-collar,secondary
37460,35,married,no,445,yes,no,cellular,13,may,237,2,363,2,other,no,blue-collar,primary
37461,47,married,no,3067,yes,no,cellular,13,may,141,2,-1,0,unknown,no,blue-collar,primary
37462,39,married,no,41,yes,no,cellular,13,may,135,3,-1,0,unknown,no,blue-collar,secondary
37468,47,divorced,no,409,yes,no,cellular,13,may,143,2,364,1,other,no,blue-collar,primary
37469,38,married,no,168,yes,yes,telephone,13,may,212,3,-1,0,unknown,no,blue-collar,primary
37470,34,married,no,3778,yes,no,telephone,13,may,259,3,-1,0,unknown,no,blue-collar,secondary
37474,41,married,no,-664,yes,yes,cellular,13,may,185,4,-1,0,unknown,no,blue-collar,secondary
37478,34,single,no,39,no,no,cellular,13,may,254,2,299,3,failure,no,blue-collar,secondary
37479,38,divorced,no,0,yes,no,cellular,13,may,531,2,-1,0,unknown,yes,blue-collar,primary
37480,33,married,no,324,yes,no,cellular,13,may,217,2,-1,0,unknown,no,blue-collar,primary
37481,51,married,no,1203,yes,yes,telephone,13,may,25,4,350,7,failure,no,blue-collar,primary
37483,40,married,no,104,yes,no,cellular,13,may,277,2,343,2,failure,no,blue-collar,primary
37484,36,married,no,2040,yes,no,cellular,13,may,125,2,-1,0,unknown,no,blue-collar,primary
37486,30,single,no,17,yes,no,cellular,13,may,125,3,-1,0,unknown,no,blue-collar,primary
37489,34,married,no,113,yes,no,cellular,13,may,16,2,-1,0,unknown,no,blue-collar,secondary
37491,35,married,no,635,yes,no,cellular,13,may,265,2,-1,0,unknown,no,blue-collar,secondary
37492,36,married,no,38,yes,yes,cellular,13,may,285,2,335,1,other,no,blue-collar,primary
37494,42,married,no,21,yes,no,cellular,13,may,383,5,288,11,other,no,blue-collar,primary
37497,33,married,no,142,yes,no,cellular,13,may,136,5,-1,0,unknown,no,blue-collar,primary
37499,39,married,no,0,yes,no,cellular,13,may,513,3,176,2,failure,no,blue-collar,secondary
37502,32,married,no,335,yes,no,cellular,13,may,240,3,370,1,failure,no,blue-collar,secondary
37504,35,married,no,298,yes,no,cellular,13,may,135,2,370,2,failure,no,blue-collar,primary
37505,47,married,no,878,yes,no,cellular,13,may,245,4,-1,0,unknown,no,blue-collar,secondary
37512,40,married,no,830,yes,no,cellular,13,may,873,3,370,2,failure,yes,blue-collar,primary
37515,38,married,no,4406,yes,no,telephone,13,may,689,2,-1,0,unknown,yes,blue-collar,primary
37516,37,married,no,121,yes,yes,cellular,13,may,302,4,-1,0,unknown,no,blue-collar,secondary
37522,35,single,no,597,yes,no,cellular,13,may,1309,2,-1,0,unknown,no,blue-collar,secondary
37525,29,single,no,1768,yes,no,cellular,13,may,426,3,344,1,other,no,blue-collar,primary
37528,32,married,no,-446,no,no,cellular,13,may,126,2,344,1,failure,no,blue-collar,secondary
37541,28,single,no,5,yes,no,cellular,14,may,178,2,360,3,failure,no,blue-collar,secondary
37545,42,married,no,1398,no,no,telephone,14,may,36,6,-1,0,unknown,no,blue-collar,primary
37548,37,married,no,3269,yes,yes,cellular,14,may,121,2,-1,0,unknown,no,blue-collar,secondary
37549,28,married,no,674,yes,no,telephone,14,may,921,4,-1,0,unknown,no,blue-collar,primary
37550,30,married,no,2583,yes,no,cellular,14,may,436,3,-1,0,unknown,no,blue-collar,secondary
37551,35,married,no,568,yes,no,cellular,14,may,119,2,293,1,failure,no,blue-collar,secondary
37552,35,single,no,1284,yes,no,telephone,14,may,13,5,-1,0,unknown,no,blue-collar,primary
37553,45,married,no,528,yes,no,cellular,14,may,16,7,-1,0,unknown,no,blue-collar,primary
37554,40,single,no,2226,yes,no,telephone,14,may,7,7,-1,0,unknown,no,blue-collar,primary
37558,32,married,no,822,yes,no,cellular,14,may,19,8,366,6,failure,no,blue-collar,secondary
37560,56,married,no,126,no,no,cellular,14,may,113,2,-1,0,unknown,no,blue-collar,secondary
37561,30,single,no,348,yes,no,cellular,14,may,14,3,358,1,other,no,blue-collar,secondary
37565,46,married,no,2836,yes,no,cellular,14,may,13,7,358,7,other,no,blue-collar,secondary
37566,45,single,yes,0,yes,no,cellular,14,may,17,7,287,13,other,no,blue-collar,secondary
37567,42,married,no,325,yes,no,cellular,14,may,99,4,-1,0,unknown,no,blue-collar,primary
37573,56,married,no,244,yes,no,cellular,14,may,465,3,-1,0,unknown,no,blue-collar,secondary
37574,43,married,no,1437,yes,no,cellular,14,may,94,1,-1,0,unknown,no,blue-collar,secondary
37578,43,single,no,276,yes,no,cellular,14,may,33,6,-1,0,unknown,no,blue-collar,secondary
37580,34,married,no,529,yes,no,cellular,14,may,325,1,351,3,failure,no,blue-collar,secondary
37589,27,married,no,1028,yes,yes,cellular,14,may,580,1,329,1,failure,no,blue-collar,secondary
37590,36,married,no,1336,yes,yes,cellular,14,may,42,7,-1,0,unknown,no,blue-collar,secondary
37591,35,married,no,257,yes,no,cellular,14,may,186,1,-1,0,unknown,no,blue-collar,secondary
37593,26,single,no,619,yes,yes,cellular,14,may,720,1,352,1,failure,no,blue-collar,primary
37596,44,married,no,-182,yes,yes,cellular,14,may,10,10,-1,0,unknown,no,blue-collar,secondary
37597,28,single,no,54,yes,no,cellular,14,may,533,1,371,1,other,yes,blue-collar,primary
37600,33,married,no,149,yes,no,cellular,14,may,21,2,-1,0,unknown,no,blue-collar,primary
37603,41,married,no,2361,no,no,cellular,14,may,91,1,-1,0,unknown,no,blue-collar,secondary
37606,31,single,no,982,yes,no,cellular,14,may,182,1,-1,0,unknown,no,blue-collar,secondary
37609,48,divorced,no,2071,no,no,cellular,14,may,127,1,-1,0,unknown,no,blue-collar,secondary
37610,39,single,no,523,yes,no,cellular,14,may,306,1,-1,0,unknown,no,blue-collar,secondary
37612,49,married,no,-454,yes,no,cellular,14,may,558,1,-1,0,unknown,yes,blue-collar,secondary
37614,34,married,no,-204,yes,no,cellular,14,may,61,6,-1,0,unknown,no,blue-collar,primary
37617,35,divorced,no,-566,yes,no,cellular,14,may,151,2,353,2,failure,no,blue-collar,secondary
37618,39,married,no,49,yes,no,cellular,14,may,566,1,370,2,failure,no,blue-collar,secondary
37619,33,married,no,1233,yes,no,cellular,14,may,141,1,-1,0,unknown,no,blue-collar,secondary
37623,26,single,no,1006,yes,no,cellular,14,may,667,1,-1,0,unknown,yes,blue-collar,secondary
37625,38,divorced,no,2048,no,yes,cellular,14,may,123,1,-1,0,unknown,no,blue-collar,secondary
